1
1
1
1
1
1
1
2
2
2
2
3
3
3
3
4
4
5
5
6
6
7
8
9
9
10
11
12
13
15
16
17
19
21
23
27
32
37
44
52
61
72
84
98
114
131
152
174
197
224
253
285
320
358
400
446
495
549
608
670
738
812
892
979
1075
1177
1288
1407
1536
1676
1827
1993
2173
2370
2583
2816
3070
3349
3655
3997
4374
4793
5254
5777
6367
7033
7778
8622
9563
10691
12006
13479
15360
17480
20303
23125
28079
33724
39370
