809.10,38715085
809.11,38764662
809.03,38828768
809.45,38862024
809.10,38896022
809.10,38934622
809.10,38971781
808.66,39002011
809.14,39039754
809.57,39097653
808.89,39132314
809.26,39161186
809.61,39194479
810.61,39331176
811.21,39436686
812.25,39557492
811.37,39677564
811.48,39790571
810.93,39857453
811.12,39920870
810.53,39985567
810.75,40014239
810.64,40077528
810.28,40131247
810.37,40203793
810.22,40247989
810.18,40265453
810.32,40301209
809.89,40335804
809.53,40386982
810.09,40425435
810.04,40453452
809.93,40478819
809.17,40530491
809.03,40573453
808.72,40605193
808.73,40631448
808.70,40650717
809.82,40685621
809.01,40721600
808.80,40744858
808.68,40845357
809.26,40882642
809.33,40906529
809.79,40934894
809.19,40964932
809.37,40983558
809.27,41002777
808.91,41022641
808.44,41048571
808.22,41073026
808.71,41095185
808.39,41116030
807.66,41160747
807.66,41222624
808.68,41262001
808.52,41296077
808.00,41327237
807.72,41356702
807.66,41372003
808.24,41400020
808.13,41428235
807.95,41443782
807.87,41461925
807.78,41488809
806.77,41540376
807.55,41567896
806.80,41598020
806.80,41647523
807.56,41683724
808.73,41799954
808.85,41836711
809.44,41903685
809.86,41964415
811.00,42055055
809.69,42131740
810.71,42189356
811.33,42271433
811.26,42362132
811.69,42445016
811.83,42486218
811.88,42551648
811.13,42601893
811.76,42640061
811.87,42684780
811.47,42745276
810.44,42792557
810.94,42908750
809.14,43037034
808.52,43100716
809.08,43132871
808.52,43169459
808.55,43218460
808.96,43246876
809.34,43287103
809.00,43312932
809.32,43333558
809.64,43384751
810.71,43439401
810.85,43508458
810.24,43544677
810.07,43579239
810.29,43626347
810.07,43652470
810.72,43679331
810.06,43705055
809.55,43758735
810.22,43785195
810.25,43823059
810.33,43844589
809.70,43869495
810.19,43896449
810.24,43916468
810.39,43939510
810.72,43989888
810.77,44026905
810.63,44055604
810.59,44094008
810.73,44139130
810.25,44160590
810.26,44179135
810.76,44205254
811.00,44409920
811.01,44455152
811.71,44500907
811.68,44527930
811.79,44563544
811.59,44597270
811.73,44647346
811.94,44688094
811.67,44731163
811.21,44774568
811.62,44806641
811.72,44845989
811.49,44884957
811.82,44923389
811.22,45011385
810.69,45043338
810.92,45058995
810.98,45090156
811.21,45131168
811.28,45161943
811.34,45181268
811.81,45226082
810.89,45276861
811.10,45309724
811.40,45341851
811.27,45363506
811.09,45395573
811.06,45426298
810.85,45474534
810.66,45525781
810.95,45552031
810.88,45574617
810.65,45634393
810.54,45684917
810.87,45713323
810.91,45742938
810.95,45773502
811.21,45828012
811.30,45895968
811.43,45942223
811.44,45995843
811.30,46026739
811.54,46097842
812.47,46206115
813.69,46345099
814.34,46481630
814.52,46592071
815.00,46714325
815.36,46819890
815.85,46906858
816.30,47067976
815.85,47180094
816.14,47263065
816.13,47379487
816.29,47448575
816.34,47564660
816.00,47671964
815.81,47759439
816.00,47949019
816.36,48142474
816.59,48285489
816.04,48457546
816.04,49129918
