711.00,
711.00,
710.60,
710.60,
710.28,1708730
710.00,1718413
710.00,1718413
709.53,1718602
709.53,1718602
709.53,1718602
710.60,1726269
709.52,1726973
709.52,1726973
709.52,1726973
709.52,1726973
710.65,1727782
710.65,1727782
710.60,1728091
710.20,1728314
710.20,1728314
710.20,1728314
710.20,1728314
710.20,1728314
710.20,1728314
710.20,1728314
710.11,1728710
710.11,1728710
710.11,1728710
710.11,1728710
710.11,1728710
710.11,1728710
710.00,1729312
710.60,1732557
710.00,1733268
710.00,1733268
710.40,1733768
709.80,1735870
709.80,1735870
709.80,1735870
709.80,1735870
709.80,1735870
709.80,1735870
709.80,1735870
709.80,1735870
709.80,1735870
709.80,1735870
710.27,1735940
710.27,1735940
709.80,1742160
709.80,1742160
709.80,1742160
709.80,1742160
709.80,1742160
710.00,1743180
710.00,1743180
710.00,1743180
710.00,1743180
710.82,1748250
710.82,1748250
710.82,1748250
710.00,1748330
710.46,1748765
709.47,1750151
709.47,1750151
709.47,1750151
709.47,1750151
709.47,1750151
709.47,1751751
709.47,1751751
708.80,1753403
708.60,1754717
708.60,1754717
708.60,1754717
708.80,1763444
708.20,1763831
708.20,1763831
708.14,1765331
707.80,1767555
707.20,1768999
707.20,1770382
707.31,1771002
707.31,1771002
707.31,1771002
707.00,1771402
707.00,1771402
706.40,1772233
706.40,1772233
706.53,1772833
705.80,1773902
705.80,1777471
705.80,1777471
705.80,1777471
705.80,1777471
705.80,1777471
705.80,1777471
706.60,1778268
706.60,1778268
706.60,1778559
706.60,1778559
706.80,1779639
706.80,1779639
706.80,1779639
706.80,1779639
706.80,1779639
706.80,1779639
706.86,1780342
706.40,1781648
706.40,1781648
706.40,1781648
706.40,1781648
706.20,1781920
706.20,1781920
707.40,1787391
706.80,1788391
706.80,1788391
706.80,1788391
706.89,1788691
707.00,1789469
707.00,1789469
707.00,1789469
707.00,1789469
707.00,1789469
707.00,1789469
707.00,1789469
707.00,1789469
707.00,1789469
707.00,1789469
707.00,1789469
707.00,1789469
707.00,1789469
707.80,1792340
707.80,1792340
707.80,1792340
707.80,1792340
707.80,1792340
707.80,1792340
707.20,1792789
707.20,1792789
707.20,1792789
707.20,1792789
707.20,1792789
707.20,1792789
707.20,1792789
707.20,1792789
707.20,1792789
707.29,1793789
707.60,1794307
707.60,1794307
707.67,1796302
707.67,1796302
707.67,1796302
707.80,1796802
708.20,1801814
708.00,1802088
708.00,1802088
707.44,1809508
707.44,1809508
708.40,1809634
708.40,1809634
708.40,1809648
708.40,1809648
707.67,1812586
707.67,1812586
707.69,1812820
707.69,1812820
707.69,1812820
707.69,1812820
707.69,1812820
708.20,1813305
708.20,1813305
708.40,1816167
708.40,1816167
708.80,1817043
708.80,1817043
708.80,1817043
708.60,1821400
708.27,1823000
708.27,1823000
708.95,1823550
709.20,1824610
709.40,1825606
709.20,1826206
709.20,1826206
709.20,1826206
709.20,1826206
709.20,1826206
709.60,1826566
709.60,1826566
709.00,1826803
709.00,1826803
709.00,1829111
709.00,1829111
709.00,1829677
709.00,1829677
709.00,1829677
708.80,1836210
708.80,1836210
708.80,1836210
708.80,1836210
708.80,1836294
708.80,1836294
708.80,1836294
708.72,1836744
709.00,1837244
709.06,1837494
