795.64 , 104736 
795.65 , 104736 
795.66 , 104736 
795.67 , 104736 
795.68 , 104736 
795.69 , 104736 
795.7 , 104736 
795.71 , 104736 
795.72 , 104736 
795.73 , 104736 
795.74 , 104736 
795.75 , 104736 
795.76 , 104736 
795.77 , 104736 
795.78 , 104736 
795.79 , 104736 
795.8 , 104736 
795.81 , 104736 
795.82 , 104736 
795.83 , 104736 
795.84 , 104736 
795.85 , 104736 
795.86 , 104736 
795.87 , 104736 
795.88 , 104736 
795.89 , 104736 
795.9 , 104736 
795.91 , 104736 
795.92 , 104736 
795.93 , 104736 
795.94 , 104736 
795.95 , 104736 
795.96 , 104736 
795.97 , 104736 
795.98 , 104736 
795.99 , 139005 
796.0 , 98719 
796.01 , 98719 
796.02 , 98719 
796.03 , 98719 
796.04 , 98719 
796.05 , 98719 
796.06 , 98719 
796.07 , 98719 
796.08 , 98719 
796.09 , 98719 
796.1 , 98719 
796.11 , 98719 
796.12 , 124691 
796.13 , 60241 
796.14 , 60241 
796.15 , 60241 
796.16 , 60241 
796.17 , 60241 
796.18 , 60241 
796.19 , 60241 
796.2 , 60241 
796.21 , 60241 
796.22 , 60241 
796.23 , 60241 
796.24 , 60241 
796.25 , 60241 
796.26 , 60241 
796.27 , 60241 
796.28 , 117698 
796.29 , 117698 
796.3 , 117698 
796.31 , 117698 
796.32 , 117698 
796.33 , 117698 
796.34 , 117698 
796.35 , 117698 
796.36 , 117698 
796.37 , 117698 
796.38 , 117698 
796.39 , 117698 
796.4 , 117698 
796.41 , 141442 
796.42 , 115470 
796.43 , 115470 
796.44 , 115470 
796.45 , 115470 
796.46 , 115470 
796.47 , 115470 
796.48 , 115470 
796.49 , 115470 
796.5 , 115470 
796.51 , 115470 
796.52 , 115470 
796.53 , 115470 
796.54 , 115470 
796.55 , 115470 
796.56 , 115470 
796.57 , 146191 
796.58 , 111922 
796.59 , 111922 
796.6 , 111922 
796.61 , 111922 
796.62 , 111922 
796.63 , 111922 
796.64 , 111922 
796.65 , 111922 
796.66 , 111922 
796.67 , 111922 
796.68 , 111922 
796.69 , 111922 
796.7 , 111922 
796.71 , 111922 
796.72 , 111922 
796.73 , 111922 
796.74 , 111922 
796.75 , 111922 
796.76 , 152979 
796.77 , 152979 
