P, Matthew, 1, 2, Abraham zeugte Isaak. Isaak zeugte Jakob. Jakob zeugte Juda und seine Brüder.
P, Matthew, 1, 22, Das ist aber alles geschehen, auf daß erfüllt würde, was der HERR durch den Propheten gesagt hat, der da spricht:
P, Matthew, 2, 17, Da ist erfüllt, was gesagt ist von dem Propheten Jeremia, der da spricht:
P, Matthew, 4, 4, Und er antwortete und sprach: Es steht geschrieben: "Der Mensch lebt nicht vom Brot allein, sondern von einem jeglichen Wort, das durch den Mund Gottes geht."
P, Matthew, 5, 2, Und er tat seinen Mund auf, lehrte sie und sprach:
P, Matthew, 5, 20, Denn ich sage euch: Es sei denn eure Gerechtigkeit besser als der Schriftgelehrten und Pharisäer, so werdet ihr nicht in das Himmelreich kommen.
P, Matthew, 7, 21, Es werden nicht alle, die zu mir sagen: HERR, HERR! ins Himmelreich kommen, sondern die den Willen tun meines Vaters im Himmel.
P, Matthew, 8, 11, Aber ich sage euch viele werden kommen vom Morgen und vom Abend und mit Abraham und Isaak und Jakob im Himmelreich sitzen;
P, Matthew, 9, 34, Aber die Pharisäer sprachen: Er treibt die Teufel aus durch der Teufel Obersten.
P, Matthew, 10, 37, Wer Vater oder Mutter mehr liebt denn mich, der ist mein nicht wert; und wer Sohn oder Tochter mehr liebt denn mich, der ist mein nicht wert.
P, Matthew, 11, 15, Wer Ohren hat, zu hören, der höre!
P, Matthew, 12, 8, Des Menschen Sohn ist ein HERR auch über den Sabbat.
P, Matthew, 13, 9, Wer Ohren hat zu hören, der höre!
P, Matthew, 13, 16, Aber selig sind eure Augen, daß sie sehen, und eure Ohren, daß sie hören.
P, Matthew, 15, 1,  Da kamen zu ihm die Schriftgelehrten und Pharisäer von Jerusalem und sprachen:
P, Matthew, 16, 16, Da antwortete Simon Petrus und sprach: Du bist Christus, des lebendigen Gottes Sohn!
P, Matthew, 18, 1,  Zu derselben Stunde traten die Jünger zu Jesu und sprachen: Wer ist doch der Größte im Himmelreich?
P, Matthew, 19, 26, Jesus aber sah sie an und sprach zu ihnen: Bei den Menschen ist es unmöglich; aber bei Gott sind alle Dinge möglich.
P, Matthew, 19, 27, Da antwortete Petrus und sprach zu ihm: Siehe, wir haben alles verlassen und sind dir nachgefolgt; was wird uns dafür?
P, Matthew, 21, 4, Das geschah aber alles, auf daß erfüllt würde, was gesagt ist durch den Propheten, der da spricht:
P, Matthew, 21, 23, Und als er in den Tempel kam, traten zu ihm, als er lehrte, die Hohenpriester und die Ältesten im Volk und sprachen: Aus was für Macht tust du das? und wer hat dir die Macht gegeben?
P, Matthew, 22, 40, In diesen zwei Geboten hängt das ganze Gesetz und die Propheten.
P, Matthew, 23, 1,  Da redete Jesus zu dem Volk und zu seinen Jüngern
P, Matthew, 24, 33, Also auch wenn ihr das alles sehet, so wisset, daß es nahe vor der Tür ist.
P, Matthew, 25, 31, Wenn aber des Menschen Sohn kommen wird in seiner Herrlichkeit und alle heiligen Engel mit ihm, dann wird er sitzen auf dem Stuhl seiner Herrlichkeit,
P, Matthew, 26, 1,  Und es begab sich, da Jesus alle diese Reden vollendet hatte, sprach er zu seinen Jüngern:
P, Matthew, 27, 25, Da antwortete das ganze Volk und sprach: Sein Blut komme über uns und unsere Kinder.
P, Mark, 4, 9, Und er sprach zu ihnen: Wer Ohren hat, zu hören, der höre!
P, Mark, 4, 23, Wer Ohren hat, zu hören, der höre!
P, Mark, 7, 1,  Und es kamen zu ihm die Pharisäer und etliche von den Schriftgelehrten, die von Jerusalem gekommen waren.
P, Mark, 7, 16, Hat jemand Ohren, zu hören, der höre!
P, Mark, 9, 8, Und bald darnach sahen sie um sich und sahen niemand mehr denn allein Jesum bei ihnen.
P, Mark, 10, 23, Und Jesus sah um sich und sprach zu seinen Jüngern: Wie schwer werden die Reichen in das Reich Gottes kommen!
P, Mark, 10, 27, Jesus aber sah sie an und sprach: Bei den Menschen ist's unmöglich, aber nicht bei Gott; denn alle Dinge sind möglich bei Gott.
P, Mark, 10, 28, Da sagte Petrus zu ihm: Siehe, wir haben alles verlassen und sind dir nachgefolgt.
P, Mark, 10, 36, Er sprach zu ihnen: Was wollt ihr, daß ich euch tue?
P, Mark, 11, 28, und sprachen zu ihm: Aus was für Macht tust du das? und wer hat dir die Macht gegeben, daß du solches tust?
P, Mark, 12, 35, Und Jesus antwortete und sprach, da er lehrte im Tempel: Wie sagen die Schriftgelehrten, Christus sei Davids Sohn?
P, Mark, 13, 4, Sage uns, wann wird das alles geschehen? Und was wird das Zeichen sein, wann das alles soll vollendet werden?
P, Mark, 13, 21, Wenn nun jemand zu der Zeit wird zu euch sagen: Siehe, hier ist Christus! siehe, da ist er! so glaubet nicht.
P, Mark, 13, 23, Ihr aber sehet euch vor! Siehe, ich habe es euch alles zuvor gesagt.
P, Luke, 2, 52, Und Jesus nahm zu an Weisheit, Alter und Gnade bei Gott und den Menschen.
P, Luke, 3, 10, Und das Volk fragte ihn und sprach: Was sollen wir denn tun?
