1
1
1
1
2
2
3
3
3
4
4
5
5
6
7
7
8
9
10
11
12
14
15
17
19
21
23
26
29
32
36
40
45
51
57
63
70
79
88
100
113
127
143
161
180
201
224
248
275
304
336
371
409
452
498
548
602
660
723
792
868
949
1036
1130
1232
1345
1468
1602
1747
1901
2070
2255
2458
2680
2925
3196
3494
3824
4187
4597
5048
5549
6107
6727
7419
8221
9131
10119
11323
12596
14201
15806
17996
20403
22810
25856
30669
35483
40297
