648,1008,6.3318
1224,2002,6.5596
1750,3004,6.6371
2198,4001,6.6879
2508,5002,6.7416
2800,6000,6.7654
3069,7012,6.8055
3351,8005,6.8251
3606,9010,6.845
3826,10006,6.8704
3995,11021,6.8864
4223,12032,6.8998
4333,13003,6.9075
4604,14000,6.9229
4861,15013,6.9387
5064,16008,6.9613
5273,17003,6.9789
5494,18007,6.9823
5682,19003,7.0016
5926,20001,7.0216
6150,21014,7.0289
6389,22006,7.0459
6587,23001,7.0583
6760,24007,7.0712
6923,25001,7.0822
7120,26003,7.0955
7339,27007,7.1154
7512,28020,7.1194
7674,29026,7.1247
7847,30009,7.1286
8017,31013,7.1402
8212,32006,7.1459
8379,33011,7.1557
8516,34010,7.1626
8699,35009,7.1805
8869,36006,7.186
9032,37012,7.19
9215,38013,7.2013
9376,39004,7.2024
9527,40013,7.2103
9656,41008,7.2115
9816,42003,7.2196
9977,43010,7.225
10132,44015,7.2252
10303,45016,7.2327
10449,46004,7.2358
10582,47004,7.2394
10735,48007,7.2449
10858,49005,7.2519
11008,50005,7.2561
11168,51004,7.2608
11292,52000,7.2663
11485,53004,7.276
11627,54001,7.2772
11769,55005,7.2794
11912,56007,7.2851
12040,57006,7.2883
12167,58003,7.2991
12322,59007,7.3009
12460,60000,7.3042
12618,61002,7.3123
12727,62000,7.315
12863,63027,7.3189
12987,64005,7.3208
13140,65006,7.3279
13285,66002,7.3324
13392,67010,7.3359
13519,68001,7.3402
13628,69003,7.3462
13715,70007,7.3479
13837,71014,7.3502
13955,72007,7.3528
14088,73009,7.3543
14204,74010,7.3579
14324,75004,7.3588
14469,76011,7.365
14597,77012,7.3671
14727,78004,7.3707
14851,79004,7.3745
14960,80004,7.3767
15076,81002,7.3803
15208,82011,7.3794
15331,83016,7.3784
15450,84002,7.381
15573,85005,7.3853
15679,86005,7.3857
15813,87005,7.3885
15920,88011,7.3903
16053,89007,7.3944
16155,90006,7.3957
16312,91010,7.3988
16427,92002,7.4001
16537,93009,7.4056
16641,94005,7.4074
16752,95002,7.4063
16849,96015,7.4086
16970,97004,7.4126
17086,98019,7.415
17211,99011,7.4194
17316,100013,7.423
17425,101021,7.4256
17537,102002,7.4268
17630,103004,7.4284
17728,104005,7.4307
17828,105000,7.4302
17906,106004,7.4324
18018,107009,7.4337
18150,108001,7.437
18259,109012,7.4395
18381,110004,7.4415
18484,111006,7.442
18605,112001,7.4455
18704,113002,7.4472
18829,114004,7.4484
18914,115010,7.4487
19031,116009,7.4522
19112,117000,7.4559
19228,118005,7.4574
19317,119005,7.4569
19430,120013,7.4612
19549,121009,7.4665
19668,122007,7.4676
19742,123006,7.4695
19846,124009,7.4728
19951,125012,7.4768
20059,126020,7.4783
20151,127013,7.4803
20255,128003,7.4814
20365,129011,7.4844
20476,130005,7.4859
20571,131002,7.487
20661,132000,7.4884
20760,133011,7.4933
20858,134001,7.4951
20972,135016,7.498
21064,136005,7.4994
21168,137015,7.4998
21257,138008,7.4974
21348,139019,7.4989
21448,140012,7.5025
21550,141010,7.5057
21633,142015,7.5086
21733,143010,7.5106
21835,144008,7.511
21923,145003,7.5113
22024,146012,7.5128
22113,147008,7.5146
22209,148006,7.5166
22286,149000,7.5181
22400,150012,7.5204
22486,151007,7.5222
22555,152016,7.5256
22656,153002,7.5286
22747,154004,7.5325
22839,155009,7.5319
22935,156000,7.5349
23005,157008,7.5365
23111,158013,7.537
23192,159003,7.5392
23275,160008,7.5396
23375,161012,7.5408
23485,162006,7.5397
23596,163008,7.5412
23700,164004,7.5436
23798,165002,7.545
23878,166005,7.547
23971,167005,7.549
24047,168011,7.5501
24136,169003,7.5535
24225,170005,7.553
24303,171006,7.5559
24381,172010,7.5572
24451,173004,7.5579
24522,174004,7.5573
24622,175004,7.5584
24716,176008,7.5605
24804,177007,7.5613
24921,178004,7.5623
25030,179001,7.5636
25105,180005,7.5632
25192,181005,7.565
25283,182000,7.5683
25360,183014,7.5706
25461,184003,7.5727
25532,185015,7.573
25615,186009,7.5733
25695,187002,7.5744
25772,188014,7.5741
25869,189015,7.572
25921,190000,7.5722
26024,191034,7.5729
26092,192006,7.5737
26140,193007,7.574
26216,194007,7.5759
26293,195007,7.5773
26355,196002,7.577
26427,197012,7.5768
26520,198013,7.5779
26591,199009,7.5797
26654,200011,7.5813
26729,201001,7.5834
26806,202014,7.5841
26871,203006,7.5856
26957,204005,7.5859
27034,205006,7.588
27113,206001,7.5897
27183,207002,7.5914
27276,208002,7.5937
27350,209000,7.5937
27442,210010,7.5945
27511,211001,7.5953
27610,212006,7.5975
27685,213007,7.5975
27763,214000,7.5972
27834,215003,7.597
27903,216000,7.5979
27982,217002,7.5996
28061,218015,7.5989
28133,219002,7.602
28206,220000,7.603
28286,221001,7.6054
28383,222000,7.6058
28463,223000,7.6076
28542,224009,7.6102
28618,225013,7.6111
28675,226004,7.6122
28763,227001,7.6144
28806,228006,7.6149
28869,229000,7.6155
28934,230004,7.6164
29029,231013,7.6157
29091,232001,7.6175
29159,233003,7.6194
29222,234012,7.6202
29311,235004,7.6207
29383,236012,7.6215
29458,237007,7.623
29521,238005,7.6231
29585,239000,7.6243
29657,240004,7.6265
29749,241002,7.6268
29819,242012,7.6273
29876,243003,7.6283
29960,244006,7.6299
30004,245010,7.6311
30087,246021,7.6316
30177,247001,7.6321
30249,248005,7.6324
30325,249003,7.6335
30395,250006,7.634
30483,251011,7.6358
30543,252003,7.636
30601,253015,7.6352
30656,254012,7.6351
30725,255010,7.6362
30817,256001,7.6363
30870,257004,7.6374
30950,258002,7.6386
31029,259011,7.6389
31076,260013,7.6399
31157,261008,7.6423
31223,262013,7.6424
31308,263010,7.6406
31365,264005,7.643
31426,265008,7.6434
31503,266004,7.6443
31580,267004,7.6446
31661,268015,7.6463
31712,269002,7.6461
31779,270000,7.6471
31830,271001,7.6488
31915,272014,7.65
31968,273008,7.6508
32028,274006,7.6517
32083,275000,7.6527
32139,276007,7.6533
32204,277011,7.6534
32281,278004,7.6534
32343,279009,7.6542
32404,280021,7.6549
32464,281005,7.6568
32542,282005,7.6587
32605,283009,7.6587
32667,284019,7.6614
32741,285009,7.6612
32812,286002,7.6633
32868,287012,7.6631
32922,288008,7.6641
32988,289002,7.6661
33046,290005,7.6675
33113,291008,7.6698
33162,292000,7.6702
33219,293004,7.671
33276,294006,7.6719
33339,295008,7.6722
33396,296007,7.6735
33453,297017,7.675
33520,298002,7.6754
33593,299010,7.6761
33658,300007,7.6768
33731,301006,7.6776
33792,302000,7.6789
33856,303008,7.6794
33917,304006,7.6813
33973,305017,7.682
34040,306013,7.6824
34092,307010,7.6817
34151,308014,7.6827
34222,309010,7.6846
34298,310008,7.6852
34382,311004,7.685
34445,312008,7.6855
34521,313003,7.688
34584,314006,7.6884
34644,315009,7.6897
34716,316000,7.6899
34778,317006,7.6909
34842,318012,7.6908
34911,319008,7.6909
34962,320004,7.6912
35026,321014,7.6922
35077,322002,7.6921
35113,323005,7.6925
35163,324003,7.6936
35222,325001,7.693
35287,326011,7.6941
35343,327015,7.696
35385,328002,7.6957
35460,329001,7.6967
35512,330002,7.6962
35567,331010,7.697
35641,332012,7.6977
35693,333009,7.6979
35759,334018,7.6974
35815,335003,7.6986
35878,336013,7.6986
35936,337015,7.6987
35989,338004,7.6996
36064,339015,7.6999
36128,340000,7.7002
36169,341005,7.7005
36215,342006,7.7006
36272,343011,7.7009
36337,344012,7.7013
36406,345010,7.7029
36449,346007,7.7033
36504,347009,7.704
36590,348009,7.704
36635,349000,7.7041
36699,350008,7.7049
36759,351002,7.706
36812,352009,7.7066
36865,353003,7.7073
36917,354004,7.7072
36955,355019,7.7081
37007,356004,7.7086
37064,357010,7.7089
37126,358007,7.7096
37178,359001,7.7098
37239,360008,7.7112
37293,361009,7.7114
37350,362006,7.7112
37411,363017,7.7118
37466,364006,7.7118
37533,365000,7.713
37572,366007,7.7132
37615,367012,7.714
37676,368004,7.7154
37724,369009,7.716
37778,370004,7.7168
37840,371002,7.7181
37917,372003,7.7186
37977,373007,7.7188
38029,374003,7.7191
38090,375002,7.7203
38145,376001,7.7207
38206,377009,7.7218
38263,378006,7.7216
38322,379001,7.7221
38384,380006,7.7224
38445,381002,7.722
38513,382011,7.7233
38558,383011,7.7235
38630,384009,7.7243
38679,385015,7.7253
38726,386007,7.7257
38775,387009,7.7262
38822,388001,7.7265
38873,389003,7.726
38915,390008,7.7264
38959,391007,7.7269
39002,392000,7.7277
39044,393003,7.7281
39107,394008,7.7283
39164,395009,7.7288
39227,396006,7.73
39274,397003,7.7306
39325,398003,7.7313
39378,399002,7.7306
39424,400008,7.7305
39460,401005,7.7314
39524,402008,7.7311
39573,403014,7.7313
39649,404001,7.7324
39715,405005,7.7333
39770,406006,7.7348
39829,407011,7.7353
39887,408007,7.7346
39937,409015,7.7358
39991,410008,7.7367
40047,411007,7.7374
40110,412003,7.7381
40160,413000,7.7377
40202,414015,7.7387
40268,415002,7.7401
40311,416009,7.7404
40378,417002,7.7407
40427,418007,7.7416
40488,419004,7.7421
40529,420007,7.742
40579,421002,7.7432
40632,422002,7.7437
40703,423000,7.7453
40758,424013,7.7465
40814,425008,7.7473
40873,426006,7.7479
40932,427007,7.7485
40992,428011,7.7487
41038,429004,7.7486
41094,430004,7.7496
41154,431007,7.7506
41228,432007,7.7509
41281,433006,7.7517
41343,434003,7.7522
41394,435011,7.7526
41450,436005,7.753
41497,437005,7.753
41556,438002,7.7528
41613,439005,7.7535
41659,440004,7.7544
41705,441012,7.7549
41768,442006,7.7557
41825,443013,7.7566
41875,444009,7.7569
41934,445006,7.7572
41973,446007,7.757
42035,447001,7.7573
42097,448008,7.7581
42137,449014,7.7585
42181,450015,7.7591
42247,451006,7.7597
42314,452006,7.7598
42368,453011,7.7605
42422,454004,7.7606
42483,455012,7.7603
42527,456002,7.7605
42599,457002,7.7614
42656,458005,7.7615
42717,459013,7.7621
42776,460004,7.7627
42845,461006,7.7636
42904,462011,7.7643
42979,463003,7.7658
43044,464014,7.7659
43094,465010,7.7665
43147,466012,7.7664
43197,467011,7.7666
43256,468002,7.7669
43318,469008,7.767
43363,470018,7.7675
43414,471001,7.7673
43459,472013,7.7673
43498,473004,7.768
43540,474006,7.7681
43623,475009,7.7681
43685,476004,7.7683
43736,477006,7.7684
43778,478013,7.7689
43831,479005,7.7693
43878,480011,7.77
43923,481014,7.7698
43966,482010,7.7711
44030,483009,7.7713
44070,484002,7.7717
44112,485000,7.7717
