1
1
1
2
2
3
3
4
4
5
6
7
8
9
10
12
14
15
17
19
22
25
28
32
36
41
46
52
59
67
75
85
97
109
122
136
152
171
190
211
233
257
282
310
340
374
410
450
493
539
588
641
698
758
822
890
963
1041
1125
1213
1307
1407
1513
1626
1747
1878
2020
2172
2334
2507
2695
2896
3114
3352
3609
3889
4196
4539
4915
5328
5782
6284
6837
7454
8130
8915
9790
10732
11883
13061
14627
16197
18301
20657
23013
26872
31583
36294
41005
