1
1
2
2
3
3
4
4
5
6
8
9
10
11
13
14
15
17
19
21
23
25
28
30
33
36
39
43
47
52
56
62
69
76
85
94
104
115
127
140
154
169
186
205
227
250
274
300
329
361
395
432
472
517
565
616
671
731
796
866
941
1023
1112
1207
1312
1425
1547
1678
1820
1974
2141
2323
2520
2732
2963
3218
3502
3816
4161
4539
4957
5424
5943
6527
7190
7938
8789
9767
10904
12211
13733
15519
17625
20073
23289
27039
31934
37172
46963
