600,1010,7.0683
1079,2027,7.2706
1490,3003,7.5651
1813,4024,7.5422
2111,5004,7.6305
2411,6007,7.6624
2729,7012,7.7369
2986,8011,7.7783
3224,9001,7.835
3549,10004,7.8901
3827,11002,7.9156
4100,12001,7.9588
4376,13007,8.0206
4605,14012,8.0491
4833,15016,8.0797
5057,16005,8.0844
5259,17006,8.1217
5435,18002,8.1424
5662,19009,8.1801
5824,20003,8.2059
6024,21016,8.2233
6241,22015,8.2448
6456,23007,8.2523
6660,24020,8.2803
6869,25013,8.3038
7006,26003,8.3217
7176,27001,8.3367
7352,28001,8.3394
7508,29004,8.3579
7663,30017,8.3693
7827,31020,8.3981
7992,32015,8.4072
8177,33000,8.413
8328,34001,8.4201
8485,35025,8.437
8623,36001,8.4435
8801,37017,8.4435
8910,38007,8.4512
9045,39014,8.4723
9165,40013,8.4801
9291,41007,8.4899
9438,42004,8.506
9565,43002,8.5211
9751,44000,8.5449
9873,45010,8.5577
9972,46008,8.5659
10094,47017,8.5765
10209,48003,8.5807
10329,49025,8.5904
10455,50027,8.5947
10545,51020,8.601
10636,52005,8.6065
10763,53011,8.6124
10851,54001,8.6111
10992,55000,8.6174
11123,56012,8.6305
11226,57011,8.6378
11331,58020,8.6436
11458,59026,8.653
11583,60017,8.6538
11709,61015,8.6585
11819,62005,8.6607
11910,63000,8.6651
12028,64025,8.6677
12156,65018,8.6772
12273,66018,8.688
12369,67001,8.7007
12496,68004,8.7073
12627,69011,8.7126
12737,70007,8.7148
12836,71024,8.7209
12964,72009,8.7266
13060,73025,8.7313
13160,74001,8.7359
13247,75037,8.745
13360,76001,8.7494
13465,77007,8.7606
13571,78024,8.7598
13677,79017,8.7627
13770,80023,8.7704
13835,81016,8.7774
13897,82003,8.7761
14038,83001,8.7842
14115,84003,8.7913
14193,85028,8.7967
14268,86020,8.8026
14357,87006,8.8086
14439,88001,8.812
14548,89006,8.8207
14640,90007,8.8273
14729,91023,8.8305
14814,92004,8.8342
14905,93037,8.8399
15032,94024,8.8433
15105,95011,8.8461
15174,96009,8.8467
15246,97011,8.8487
15319,98002,8.8566
15426,99008,8.8616
15507,100001,8.867
15597,101003,8.8709
15691,102038,8.8732
15742,103004,8.8773
15824,104027,8.882
15937,105011,8.8887
16012,106000,8.8935
16099,107022,8.8956
16188,108022,8.8956
16275,109019,8.9005
16378,110013,8.9056
16470,111012,8.9095
16557,112015,8.9142
16638,113028,8.915
16716,114003,8.9194
16802,115000,8.9247
16880,116004,8.9281
16951,117032,8.9339
17008,118008,8.9357
17115,119000,8.9394
17201,120002,8.942
17266,121014,8.9439
17338,122012,8.945
17419,123008,8.9489
17482,124004,8.9533
17568,125030,8.954
17654,126007,8.9541
17720,127009,8.9591
17798,128029,8.9565
17876,129012,8.9579
17971,130012,8.9599
18044,131022,8.963
18139,132029,8.9686
